Index,User name,Start Time,Stop Time,Status,Mark To Pause,Label,Comment,Run ID,Line,Vial,Evaluate,Sample Type,Reference,Acquisition information Background Result,Kiel IV Initial Pressure,Kiel IV Acid Temperature,Linearity Correction Result,Pressure Adjust Target Intensity,High Voltage,Kiel IV Residual CO₂ Pressure,Peak Center Result,Kiel IV Non Condensable Pressure,Pressure Adjust Result Intensity,Initial Intensity from µ-Volume,Kiel IV Leak Rate,Pressure Adjust Initial Intensity,Ion Source Pressure,Pressure Adjust Bellow Position,Kiel IV CO₂ Sample Pressure,Measuring from,Pressure Adjust failed with Target Intensity,Cycle Number,Sample Intensities Sample Intensity 44.00 m/z,45.00 m/z,45.00 m/z__dup2,46.00 m/z,46.00 m/z__dup2,Standard Intensities Standard Intensity 44.00 m/z,"Molecule Deltas CO2 Brand, Assonov and Coplen d45CO2",d46CO2,"CO2 Brand, Assonov and Coplen (Avg.) d45CO2 Mean",d45CO2 SD,d45CO2 SE,d46CO2 Mean,d46CO2 SD,d46CO2 SE,d 13C/12C  Mean,d 13C/12C  Std Dev,d 18O/16O  Mean,d 18O/16O  Std Dev,Excel File,Date,Date_ordinal,leak_rate,p_gases,p_no_acid,total_co2,1  Cycle Int  Samp  44,Identifier 1,Species,Identifier 2,Collector Status,Cycles Total,d13C Cycles Used,d18O Cycles Used,d13C Cycles Excluded,d18O Cycles Excluded,1  Cycle Int  Ref  44,1  Cycle Int  Diff Samp-Ref  44,1  Cycle Int  Pressure-Weighted Mismatch Samp-Ref  44
15.0,GIRMS\IRMS-operator,2026-03-07 02:16:58.149,2026-03-07 04:23:59.794,Error,False,BTS,305,15.0,1,9.0,True,Unknown,,"0.001 V, 0.001 V, 0.002 V",59 µbar,72 °C,,,,,,"1,187 µbar",,,420 µbar/min,,,,,,,Pre,,,,,,,,,,,,,,,,,,,Natan Pereira BTS coral series 13.xlsx,2026-03-07 02:16:58.149,739682.0,420.0,1187.0,,,,BTS,,305,Failed Sample,0.0,0.0,0.0,0.0,0.0,,,
16.0,GIRMS\IRMS-operator,2026-03-07 03:20:47.692,2026-03-07 04:23:59.809,Error,False,SHP2L,,16.0,2,9.0,True,QC Standard,SHP2L,"0.001 V, 0.001 V, 0.002 V",,,,,,,,,,,,,,,,,,Pre,,,,,,,,,,,,,,,,,,,Natan Pereira BTS coral series 13.xlsx,2026-03-07 03:20:47.692,739682.0,,,,,,SHP2L,,,Failed Sample,0.0,0.0,0.0,0.0,0.0,,,
17.0,GIRMS\IRMS-operator,2026-03-09 13:54:19.975,2026-03-09 14:57:26.211,Success,False,BTS,306,17.0,1,10.0,True,Unknown,,"0.001 V, 0.001 V, 0.000 V",52 µbar,72 °C,,1.851 V,9.5218 kV,59 µbar,Carbon Dioxide: 0.0218 kV,775 µbar,3.246 V,1.955 V,239 µbar/min,3.244 V,4.98E-008 mbar,100 %,618 µbar,µ-Volume,1.731 V,Pre,1.7733101798247022,1.9231091841884524,3.5531394754416263,2.530441165319075,4.742543346840529,3.3270821702230466,-3.0254071759499013,-3.830708882159972,-3.087493418575512,0.038857537312439315,0.010032972992380719,-3.797879142637198,0.03089944297902031,0.007724860744755077,-3.098354976614348,0.042830678332241086,-3.795690493335679,0.030673381972226074,Natan Pereira BTS coral series 13.xlsx,2026-03-09 13:54:19.975,739684.0,239.0,775.0,59.0,618.0,1.7275511005871318,BTS,,306,OK,16.0,15.0,15.0,0.0,0.0,3.188419829021954,-1.460868728434822,-1.6010505048799117
18.0,GIRMS\IRMS-operator,2026-03-09 14:30:57.237,2026-03-09 15:30:19.240,Success,False,BTS,307,18.0,2,10.0,True,Unknown,,"0.001 V, 0.001 V, 0.001 V",59 µbar,73 °C,,3.966 V,9.5219 kV,71 µbar,Carbon Dioxide: 0.0219 kV,"1,075 µbar",3.956 V,4.260 V,381 µbar/min,3.230 V,5.55E-008 mbar,65 %,806 µbar,µ-Volume,,Pre,3.8025424136362647,4.123541854286092,4.304152748360428,5.4276363979368245,5.744533436984423,4.0303809510064355,-3.058400191968569,-3.4824026527865426,-3.0927169592855352,0.020264840737766188,0.005066210184441547,-3.482525665769655,0.02539841665071211,0.006349604162678027,-3.095004743773333,0.018715552480069866,-3.4825338666351953,0.026289836961458004,Natan Pereira BTS coral series 13.xlsx,2026-03-09 14:30:57.237,739684.0,381.0,1075.0,71.0,806.0,3.700305644185858,BTS,,307,OK,16.0,15.0,15.0,0.0,0.0,3.8622727896768816,-0.16196714549102342,-0.3138773808860462
19.0,GIRMS\IRMS-operator,2026-03-09 14:57:26.319,2026-03-09 16:02:10.967,Success,False,BTS,308,19.0,1,11.0,True,Unknown,,"0.001 V, 0.001 V, 0.001 V",64 µbar,72 °C,,5.029 V,9.5222 kV,62 µbar,Carbon Dioxide: 0.0222 kV,980 µbar,4.992 V,5.489 V,347 µbar/min,3.923 V,6.34E-008 mbar,49 %,855 µbar,µ-Volume,,Pre,4.837699429910319,5.245276586220964,5.405281314173787,6.903520000028357,7.214164507436498,5.06162877531077,-3.1719098186406836,-3.6718098286092626,-3.165028778772642,0.012019438311678872,0.0031034056274599777,-3.656170095980703,0.020337423482003618,0.0050843558705009045,-3.1613123873922935,0.017229099288906025,-3.6551274471387982,0.020603837926966094,Natan Pereira BTS coral series 13.xlsx,2026-03-09 14:57:26.319,739684.0,347.0,980.0,62.0,855.0,4.693828718583719,BTS,,308,OK,16.0,15.0,15.0,0.0,0.0,4.8398401036157,-0.14601138503198108,-0.2864318992135388
20.0,GIRMS\IRMS-operator,2026-03-09 15:30:19.383,2026-03-09 16:39:58.511,Success,False,BTS,309,20.0,2,11.0,True,Unknown,,"0.001 V, 0.001 V, 0.001 V",52 µbar,72 °C,,6.048 V,9.5220 kV,71 µbar,Carbon Dioxide: 0.0220 kV,"1,165 µbar",6.008 V,6.628 V,552 µbar/min,4.935 V,7.49E-008 mbar,39 %,858 µbar,µ-Volume,,Pre,5.852534241294319,6.344919377056116,6.450091672462177,8.352551229640829,8.609259746308048,6.04073554820711,-3.1821429039951,-3.5337425720843862,-3.1957248320535925,0.01843187746753684,0.004759090298073728,-3.527195136839907,0.01846723765655998,0.004768220259620753,-3.193519755743239,0.021836812061711473,-3.530249439597432,0.022887177225972794,Natan Pereira BTS coral series 13.xlsx,2026-03-09 15:30:19.383,739684.0,552.0,1165.0,71.0,858.0,5.684842792510779,BTS,,309,OK,16.0,15.0,15.0,0.0,0.0,5.769421702786326,-0.08457891027554698,-0.16857248882371528
21.0,GIRMS\IRMS-operator,2026-03-09 16:02:11.085,2026-03-09 17:18:27.394,Success,False,SHP2L,,21.0,1,12.0,True,QC Standard,SHP2L,"0.001 V, 0.001 V, 0.001 V",59 µbar,72 °C,,23.600 V,9.5223 kV,62 µbar,Carbon Dioxide: 0.0223 kV,919 µbar,14.403 V,28.081 V,303 µbar/min,3.275 V,1.28E-007 mbar,10 %,"1,036 µbar",µ-Volume,21.125 V,Pre,22.721698653063285,24.642131459951838,15.506527555227715,32.324919239434685,20.710924402627427,14.535879861673816,-1.9428211212585422,-6.439436482501892,-1.7190902058160233,0.14798940613824635,0.03699735153456159,-6.357767255388711,0.04796766586368355,0.011991916465920887,-1.7041748114531892,0.14018365697936908,-6.3523226402478326,0.04423874704244863,Natan Pereira BTS coral series 13.xlsx,2026-03-09 16:02:11.085,739684.0,303.0,919.0,62.0,1036.0,21.726926934084403,SHP2L,,,OK,16.0,15.0,15.0,0.0,0.0,13.726255070528495,8.000671863555908,25.615989452434853
22.0,GIRMS\IRMS-operator,2026-03-09 16:39:58.608,2026-03-09 17:53:20.818,Success,False,BTS,310,22.0,2,12.0,True,Unknown,,"0.002 V, 0.002 V, 0.002 V",52 µbar,72 °C,,8.056 V,9.5220 kV,84 µbar,Carbon Dioxide: 0.0220 kV,"1,253 µbar",7.451 V,8.901 V,742 µbar/min,13.924 V,8.30E-008 mbar,29 %,907 µbar,µ-Volume,,Pre,7.329917400276958,7.94779577601504,8.017838009937835,10.458250800847242,10.702744604997859,7.510065006769594,-2.9024556718798555,-3.744809037279917,-2.927737634905902,0.01768659449805133,0.004566659062805101,-3.7472381892482702,0.01722228330459412,0.004446774428157271,-2.9323813823736242,0.01961386027775755,-3.7503748540851,0.020684769149865966,Natan Pereira BTS coral series 13.xlsx,2026-03-09 16:39:58.608,739684.0,742.0,1253.0,84.0,907.0,7.108039321699993,BTS,,310,OK,16.0,15.0,15.0,0.0,0.0,7.156862782991823,-0.04882346129183013,-0.09808308882034102
23.0,GIRMS\IRMS-operator,2026-03-09 17:18:27.489,2026-03-09 18:24:35.917,Success,False,BTS,311,23.0,1,13.0,True,Unknown,,"0.002 V, 0.001 V, 0.002 V",64 µbar,73 °C,,5.601 V,9.5222 kV,69 µbar,Carbon Dioxide: 0.0222 kV,"1,121 µbar",5.171 V,6.120 V,625 µbar/min,7.325 V,6.85E-008 mbar,45 %,877 µbar,µ-Volume,,Pre,5.140471108863386,5.577701656016477,5.592489391366798,7.333874884555519,7.46404400012723,5.2373841213414485,-2.3744140802879343,-3.836458140952237,-2.386439145852001,0.023652919891294623,0.005913229972823656,-3.823420860000352,0.013586152071818368,0.003507929380879595,-2.387240816889606,0.024257056325578244,-3.825000623583826,0.016314172562639256,Natan Pereira BTS coral series 13.xlsx,2026-03-09 17:18:27.489,739684.0,625.0,1121.0,69.0,877.0,4.98832611314748,BTS,,311,OK,16.0,15.0,15.0,0.0,0.0,5.009361297172016,-0.021035184024536413,-0.04236988016076829
24.0,GIRMS\IRMS-operator,2026-03-09 17:53:20.959,2026-03-09 19:01:00.873,Success,False,BTS,312,24.0,2,13.0,True,Unknown,,"0.001 V, 0.001 V, 0.001 V",54 µbar,72 °C,,6.691 V,9.5223 kV,81 µbar,Carbon Dioxide: 0.0223 kV,"1,214 µbar",6.602 V,7.341 V,718 µbar/min,5.104 V,7.67E-008 mbar,33 %,885 µbar,µ-Volume,,Pre,6.471933368682574,7.023077354090072,7.083896168714829,9.232827089005308,9.455450224931427,6.63474474605917,-2.16645815550609,-3.873723069535817,-2.2038482540971183,0.02108747974069782,0.00544476385661393,-3.9104415422226007,0.02614966621405752,0.00653741655351438,-2.2098240316799744,0.022395121530497168,-3.91288944040172,0.025098301490225024,Natan Pereira BTS coral series 13.xlsx,2026-03-09 17:53:20.959,739684.0,718.0,1214.0,81.0,885.0,6.281273011207293,BTS,,312,OK,16.0,15.0,15.0,0.0,0.0,6.330797955387602,-0.04952494418030895,-0.0993920502988
25.0,GIRMS\IRMS-operator,2026-03-09 18:24:36.097,2026-03-09 19:43:04.669,Success,False,BTS,313,25.0,1,14.0,True,Unknown,,"0.001 V, 0.001 V, 0.001 V",64 µbar,72 °C,,9.741 V,9.5224 kV,79 µbar,Carbon Dioxide: 0.0224 kV,"1,244 µbar",9.159 V,10.940 V,689 µbar/min,3.275 V,9.39E-008 mbar,23 %,963 µbar,µ-Volume,,Pre,9.038535263816836,9.802389509224396,9.833537981493953,12.892291905442788,13.127909066239907,9.212452353735664,-2.525622931987326,-3.9595804928098666,-2.5663309405174752,0.023494315384294764,0.005873578846073691,-3.980388433150605,0.013357262979619247,0.003448830471398547,-2.5690448077528183,0.02156737738476128,-3.979520032892792,0.015114525309450419,Natan Pereira BTS coral series 13.xlsx,2026-03-09 18:24:36.097,739684.0,689.0,1244.0,79.0,963.0,8.731488032565162,BTS,,313,OK,16.0,15.0,15.0,0.0,0.0,8.756083753387454,-0.024595720822292222,-0.04961081356084134
26.0,GIRMS\IRMS-operator,2026-03-09 19:01:01.001,2026-03-09 20:14:26.121,Success,False,SHP2L,,26.0,2,14.0,True,QC Standard,SHP2L,"0.002 V, 0.002 V, 0.002 V",54 µbar,72 °C,,3.590 V,9.5223 kV,76 µbar,Carbon Dioxide: 0.0223 kV,"1,183 µbar",3.338 V,3.843 V,542 µbar/min,8.949 V,5.41E-008 mbar,77 %,782 µbar,µ-Volume,,Pre,3.293824711765578,3.5794857844198744,3.6365046355866544,4.688604642168924,4.853406377880784,3.4055424400428134,-0.8280609555968432,-6.072770372013814,-0.8377054319014254,0.02269575386419861,0.005673938466049653,-6.024483085740905,0.028920545229069578,0.0072301363072673945,-0.8383483969883976,0.023341014892900837,-6.021263933322711,0.02680466763087614,Natan Pereira BTS coral series 13.xlsx,2026-03-09 19:01:01.001,739684.0,542.0,1183.0,76.0,782.0,3.2077336286029294,SHP2L,,,OK,16.0,15.0,15.0,0.0,0.0,3.2678072843211203,-0.0600736557181909,-0.11927910175696788
27.0,GIRMS\IRMS-operator,2026-03-09 19:43:04.861,2026-03-09 20:45:21.437,Success,False,BTS,314,27.0,1,15.0,True,Unknown,,"0.001 V, 0.001 V, 0.001 V",69 µbar,72 °C,,4.480 V,9.5224 kV,76 µbar,Carbon Dioxide: 0.0224 kV,"1,224 µbar",4.470 V,4.864 V,615 µbar/min,3.309 V,5.77E-008 mbar,55 %,853 µbar,µ-Volume,,Pre,4.302737905838759,4.669331538507693,4.831927768307487,6.139252912240086,6.449026523950553,4.525192335542054,-2.2204975678243866,-3.727533987209708,-2.211395278988104,0.021722836689921865,0.005608812315496722,-3.7459118332051915,0.01793387279431309,0.004630506044358458,-2.2068573038618307,0.0263109698684564,-3.7433809262273097,0.02274590166402751,Natan Pereira BTS coral series 13.xlsx,2026-03-09 19:43:04.861,739684.0,615.0,1224.0,76.0,853.0,4.179381747297785,BTS,,314,OK,16.0,15.0,15.0,0.0,0.0,4.332738524783479,-0.1533567774856941,-0.2992202442453608
28.0,GIRMS\IRMS-operator,2026-03-09 20:14:26.251,2026-03-09 21:23:46.364,Success,False,BTS,315,28.0,2,15.0,True,Unknown,,"0.001 V, 0.001 V, 0.001 V",57 µbar,73 °C,,8.144 V,9.5225 kV,81 µbar,Carbon Dioxide: 0.0225 kV,"1,207 µbar",7.825 V,9.001 V,625 µbar/min,4.423 V,8.43E-008 mbar,27 %,919 µbar,µ-Volume,,Pre,7.702500887446369,8.355861677833058,8.406898154921986,10.991926099959691,11.222912719711104,7.87538399474321,-2.308796628655907,-3.5184163267547586,-2.3874558400321564,0.018553589546047737,0.00479051622161406,-3.5204251666211483,0.027039935867033203,0.006759983966758301,-2.387455840032156,0.01855358954604775,-3.5205590892789074,0.02798349961344093,Natan Pereira BTS coral series 13.xlsx,2026-03-09 20:14:26.251,739684.0,625.0,1207.0,81.0,919.0,7.468686990136012,BTS,,315,OK,16.0,15.0,15.0,0.0,0.0,7.500523471199732,-0.031836481063719724,-0.06412334670429859
29.0,GIRMS\IRMS-operator,2026-03-09 20:45:21.592,2026-03-09 22:01:52.297,Success,False,BTS,316,29.0,1,16.0,True,Unknown,,"0.001 V, 0.001 V, 0.001 V",69 µbar,72 °C,,4.908 V,9.5225 kV,76 µbar,Carbon Dioxide: 0.0225 kV,"1,229 µbar",4.873 V,5.351 V,630 µbar/min,3.273 V,6.06E-008 mbar,52 %,865 µbar,µ-Volume,,Pre,4.709399182602358,5.107646379191629,5.26639914707334,6.720081055887021,7.028966637121798,4.932295508283731,-2.764034630693968,-3.5956967820275354,-2.748573367030138,0.011543496022023666,0.0029805178566872817,-3.6024039151809353,0.03928392555301069,0.009820981388252673,-2.749618966803835,0.013575475749633066,-3.6028510573911623,0.040620559032287167,Natan Pereira BTS coral series 13.xlsx,2026-03-09 20:45:21.592,739684.0,630.0,1229.0,76.0,865.0,4.570346648066504,BTS,,316,OK,16.0,15.0,15.0,0.0,0.0,4.719462425925449,-0.14911577785894448,-0.29209131571039104
30.0,GIRMS\IRMS-operator,2026-03-09 21:23:46.496,2026-03-09 22:35:53.991,Success,False,BTS,317,30.0,2,16.0,True,Unknown,,"0.001 V, 0.001 V, 0.001 V",57 µbar,73 °C,,3.948 V,9.5225 kV,96 µbar,Carbon Dioxide: 0.0225 kV,"1,307 µbar",3.939 V,4.233 V,894 µbar/min,4.813 V,5.28E-008 mbar,65 %,811 µbar,µ-Volume,,Pre,3.790275161016378,4.1091296935759205,4.258538955042613,5.408272829945651,5.683493647864331,3.9882367098949536,-3.183998054967496,-3.647083567993592,-3.1942722951726066,0.02112056721187162,0.005280141802967905,-3.6260480042451047,0.023408639880117644,0.005852159970029411,-3.194957244519614,0.021677140764863705,-3.6246456333285377,0.02352426059339637,Natan Pereira BTS coral series 13.xlsx,2026-03-09 21:23:46.496,739684.0,894.0,1307.0,96.0,811.0,3.6901882495312366,BTS,,317,OK,16.0,15.0,15.0,0.0,0.0,3.822953345185795,-0.13276509565455852,-0.2592220103704405
31.0,GIRMS\IRMS-operator,2026-03-09 22:01:52.524,2026-03-09 23:09:19.674,Success,False,SHP2L,,31.0,1,17.0,True,QC Standard,SHP2L,"0.001 V, 0.001 V, 0.001 V",71 µbar,73 °C,,12.843 V,9.5227 kV,81 µbar,Carbon Dioxide: 0.0227 kV,"1,244 µbar",11.548 V,14.586 V,640 µbar/min,3.902 V,1.09E-007 mbar,15 %,"1,012 µbar",µ-Volume,,Pre,11.483367955342704,12.470176591753281,12.337198629259387,16.341794381872127,16.474057088628722,11.562132021704885,-0.8798956641289379,-6.123987181599899,0.5852498311897194,4.276627767820697,1.104220541513184,-3.820600497279435,7.326029999125389,1.891572812028571,2.2456144911065548,7.377589742205708,0.13517866351947086,16.397210102010355,Natan Pereira BTS coral series 13.xlsx,2026-03-09 22:01:52.524,739684.0,640.0,1244.0,81.0,1012.0,11.079468509474967,SHP2L,,,OK,16.0,15.0,15.0,0.0,0.0,10.95524150397099,0.12422700550397714,0.2541273608940542
32.0,GIRMS\IRMS-operator,2026-03-09 22:35:54.199,2026-03-09 23:04:26.707,Error,False,BTS,318,32.0,2,17.0,True,Unknown,,"0.001 V, 0.001 V, 0.001 V",59 µbar,72 °C,,,,,,,,,845 µbar/min,,,,,,,Pre,,,,,,,,,,,,,,,,,,,Natan Pereira BTS coral series 13.xlsx,2026-03-09 22:35:54.199,739684.0,845.0,,,,,BTS,,318,Failed Sample,0.0,0.0,0.0,0.0,0.0,,,
33.0,GIRMS\IRMS-operator,2026-03-10 11:21:44.133,2026-03-10 11:34:59.814,Error,False,BTS,319,33.0,1,18.0,True,Unknown,,"0.001 V, 0.001 V, 0.001 V",52 µbar,72 °C,,,,,,,,,669 µbar/min,,,,,,,Pre,,,,,,,,,,,,,,,,,,,Natan Pereira BTS coral series 13.xlsx,2026-03-10 11:21:44.133,739685.0,669.0,,,,,BTS,,319,Failed Sample,0.0,0.0,0.0,0.0,0.0,,,
34.0,GIRMS\IRMS-operator,2026-03-10 14:32:50.153,2026-03-10 15:35:29.595,Success,False,BTS,320,34.0,2,18.0,True,Unknown,,"0.001 V, 0.001 V, 0.000 V",,72 °C,,5.418 V,9.5229 kV,79 µbar,Carbon Dioxide: 0.0229 kV,"1,229 µbar",5.354 V,5.891 V,816 µbar/min,3.254 V,6.56E-008 mbar,46 %,838 µbar,µ-Volume,,Pre,5.189973781224865,5.632937668166172,5.77478753568164,7.405373337389378,7.708507659555821,5.408623946471376,-1.9921185573875677,-3.764981243945753,-1.9941268242321453,0.017125202359967794,0.004421708236039148,-3.777699409480001,0.032189840846071564,0.008047460211517891,-1.997725604176385,0.021726797241412903,-3.7785472871822834,0.03313419966256732,Natan Pereira BTS coral series 13.xlsx,2026-03-10 14:32:50.153,739685.0,816.0,1229.0,79.0,838.0,5.038364229361745,BTS,,320,OK,16.0,15.0,15.0,0.0,0.0,5.1712728417611915,-0.1329086123994463,-0.26192905116439646
35.0,GIRMS\IRMS-operator,2026-03-10 15:06:32.534,2026-03-10 16:01:41.482,Success,False,BTS,321,35.0,1,19.0,True,Unknown,,"0.001 V, 0.001 V, 0.001 V",47 µbar,72 °C,,9.904 V,9.5229 kV,59 µbar,Carbon Dioxide: 0.0229 kV,"1,134 µbar",9.383 V,11.161 V,576 µbar/min,5.306 V,9.62E-008 mbar,21 %,933 µbar,µ-Volume,,Pre,9.260107886842546,10.046372436635938,10.074937962644542,13.20919968167374,13.451879992876744,9.439756286195575,-2.0361227576094487,-3.9223373546360962,-2.078182614808681,0.022514096025925048,0.005628524006481262,-3.9387610478736144,0.011993566812584249,0.003096725635117651,-2.0809866052886297,0.02020661272804036,-3.93789276276939,0.013627638588363642,Natan Pereira BTS coral series 13.xlsx,2026-03-10 15:06:32.534,739685.0,576.0,1134.0,59.0,933.0,8.94882262950307,BTS,,321,OK,16.0,15.0,15.0,0.0,0.0,8.97032500510579,-0.02150237560272039,-0.04338929601393161
36.0,GIRMS\IRMS-operator,2026-03-10 15:35:29.745,2026-03-10 16:37:28.623,Success,False,SHP2L,,36.0,2,19.0,True,QC Standard,SHP2L,"0.001 V, 0.001 V, 0.002 V",45 µbar,73 °C,,15.669 V,9.5228 kV,74 µbar,Carbon Dioxide: 0.0228 kV,"1,197 µbar",13.665 V,18.002 V,718 µbar/min,9.168 V,1.23E-007 mbar,10 %,965 µbar,µ-Volume,14.406 V,Pre,15.233017705778927,16.534160168084586,14.675642640504327,21.677870883613075,19.600902332931007,13.756536148886534,-1.1421338323061025,-6.156233320062765,-1.1761523922917196,0.027310197844057225,0.006827549461014306,-6.159556273180197,0.012474827004857216,0.003118706751214304,-1.1784202962907608,0.026663632726585246,-6.1597778033880255,0.012880055124386823,Natan Pereira BTS coral series 13.xlsx,2026-03-10 15:35:29.745,739685.0,718.0,1197.0,74.0,965.0,14.664210580687376,SHP2L,,,OK,16.0,15.0,15.0,0.0,0.0,12.999452852110716,1.6647577285766602,3.798595882789054
37.0,GIRMS\IRMS-operator,2026-03-10 16:01:41.640,2026-03-10 17:10:48.769,Success,False,BTS,322,37.0,1,20.0,True,Unknown,,"0.002 V, 0.002 V, 0.002 V",52 µbar,73 °C,,4.633 V,9.5227 kV,59 µbar,Carbon Dioxide: 0.0227 kV,"1,114 µbar",4.254 V,5.049 V,674 µbar/min,13.232 V,6.27E-008 mbar,56 %,821 µbar,µ-Volume,,Pre,4.242557656417412,4.605454536685349,4.580226581338303,6.053155896221095,6.113207518562612,4.289312931145633,-1.925710463347441,-3.8115576123950445,-1.9438854137911354,0.0292152706237755,0.007543350438721686,-3.8320533728659556,0.023714177492438315,0.005928544373109579,-1.951472640813767,0.03770315181024072,-3.8334197568973494,0.023885668050472934,Natan Pereira BTS coral series 13.xlsx,2026-03-10 16:01:41.640,739685.0,674.0,1114.0,59.0,821.0,4.119950902114432,BTS,,322,OK,16.0,15.0,15.0,0.0,0.0,4.109281670699637,0.010669231414794922,0.021637032761374
38.0,GIRMS\IRMS-operator,2026-03-10 16:37:28.838,2026-03-10 17:55:06.914,Success,False,BTS,323,38.0,2,20.0,True,Unknown,,"0.001 V, 0.001 V, 0.001 V",47 µbar,72 °C,,12.248 V,9.5229 kV,74 µbar,Carbon Dioxide: 0.0229 kV,"1,207 µbar",11.072 V,13.906 V,723 µbar/min,3.259 V,1.06E-007 mbar,17 %,941 µbar,µ-Volume,,Pre,11.006674899700142,11.939594286338117,11.816942828551555,15.70482017455071,15.780473369931872,11.073998345973946,-2.0060341271423976,-3.621151994632643,-2.106638620983762,0.03358316491959475,0.008671135896435174,-3.6463205123417817,0.020322649826157377,0.005080662456539344,-2.106638620983762,0.03358316491959478,-3.6479984135223913,0.019855670061175515,Natan Pereira BTS coral series 13.xlsx,2026-03-10 16:37:28.838,739685.0,723.0,1207.0,74.0,941.0,10.625880015090091,BTS,,323,OK,16.0,15.0,15.0,0.0,0.0,10.50006522143171,0.12581479365838177,0.25753903182411425
39.0,GIRMS\IRMS-operator,2026-03-10 17:10:48.893,2026-03-10 18:21:48.877,Success,False,BTS,324,39.0,1,21.0,True,Unknown,,"0.002 V, 0.002 V, 0.002 V",54 µbar,72 °C,,13.908 V,9.5227 kV,69 µbar,Carbon Dioxide: 0.0227 kV,"1,187 µbar",12.991 V,15.938 V,625 µbar/min,10.790 V,1.19E-007 mbar,11 %,977 µbar,µ-Volume,,Pre,12.845001363213356,13.929072870126118,13.907108558526389,18.327181358341523,18.574779052738496,13.035619008129693,-2.130402686166488,-3.6102755705795797,-2.2303280412887685,0.032065085927075736,0.008279169586018275,-3.6300356810001415,0.02048974445153778,0.005122436112884445,-2.2303280412887694,0.03206508592707562,-3.631353021694846,0.020495559891836573,Natan Pereira BTS coral series 13.xlsx,2026-03-10 17:10:48.893,739685.0,625.0,1187.0,69.0,977.0,12.378311895783241,BTS,,324,OK,16.0,15.0,15.0,0.0,0.0,12.329138063843546,0.04917383193969549,0.09986221533366668
40.0,GIRMS\IRMS-operator,2026-03-10 17:55:07.135,2026-03-10 18:59:11.162,Success,False,BTS,487,40.0,2,21.0,True,Unknown,,"0.002 V, 0.002 V, 0.002 V",49 µbar,72 °C,,6.472 V,9.5227 kV,84 µbar,Carbon Dioxide: 0.0227 kV,"1,244 µbar",5.957 V,7.113 V,869 µbar/min,12.562 V,7.38E-008 mbar,37 %,868 µbar,µ-Volume,,Pre,5.94712499987693,6.453016685203988,6.428853634302408,8.485016753756447,8.581671923534795,6.021407288428262,-2.2124085882059275,-3.8390927288788346,-2.2149513390170084,0.01902204057091132,0.00475551014272783,-3.809616453135711,0.021991410693782604,0.005497852673445651,-2.2151208557377466,0.01967716913393087,-3.80765136808617,0.021259549021012465,Natan Pereira BTS coral series 13.xlsx,2026-03-10 17:55:07.135,739685.0,869.0,1244.0,84.0,868.0,5.768626931292929,BTS,,487,OK,16.0,15.0,15.0,0.0,0.0,5.750951212759927,0.017675718533002538,0.03586313781906699
41.0,GIRMS\IRMS-operator,2026-03-10 18:21:49.041,2026-03-10 19:30:22.863,Success,False,SHP2L,,41.0,1,22.0,True,QC Standard,SHP2L,"0.001 V, 0.001 V, 0.002 V",54 µbar,72 °C,,6.286 V,9.5227 kV,62 µbar,Carbon Dioxide: 0.0227 kV,"1,104 µbar",6.269 V,6.922 V,606 µbar/min,5.875 V,7.42E-008 mbar,34 %,877 µbar,µ-Volume,,Pre,6.066844252064871,6.591822297174116,6.736550373147027,8.635555418556105,8.992849274404051,6.309843519958329,-0.844869456072872,-6.15911013003112,-0.8760112052612105,0.02202688467113692,0.005687317166676315,-6.152604963697539,0.01662013857757765,0.00429130132817451,-0.8829828776190616,0.027368065546193927,-6.149317514550123,0.01981194008952611,Natan Pereira BTS coral series 13.xlsx,2026-03-10 18:21:49.041,739685.0,606.0,1104.0,62.0,877.0,5.8800348363804895,SHP2L,,,OK,16.0,15.0,15.0,0.0,0.0,6.022883453476918,-0.14284861709642804,-0.2820914467235859
42.0,GIRMS\IRMS-operator,2026-03-10 18:59:11.403,2026-03-10 20:16:21.992,Running,False,BTS,488,42.0,2,22.0,True,Unknown,,"0.001 V, 0.001 V, 0.001 V",49 µbar,72 °C,,5.318 V,9.5228 kV,79 µbar,Carbon Dioxide: 0.0228 kV,"1,217 µbar",5.242 V,5.824 V,703 µbar/min,3.273 V,6.43E-008 mbar,47 %,838 µbar,µ-Volume,,Pre,5.120436929594211,5.557355786554642,5.641869314540563,7.306778091214175,7.531062709491103,5.284159854311943,-2.0261004351649348,-3.671185728934212,-2.03934890116304,0.0122016203565562,0.0031504448291791707,-3.661084692029262,0.02565631417668184,0.00641407854417046,-2.0433328382480904,0.016548522564103718,-3.6604112895689322,0.026410041173941818,Natan Pereira BTS coral series 13.xlsx,2026-03-10 18:59:11.403,739685.0,703.0,1217.0,79.0,838.0,4.9679034279794845,BTS,,488,OK,16.0,15.0,15.0,0.0,0.0,5.049779936938129,-0.0818765089586444,-0.1629290208148122
